question,answer,language
Какая предусмотрена ответственность за нарушение ПДД иностранцем?,"В соответствии со статьей 57 Закона Республики Беларусь от 04.10.2010 г. “О правовом положении иностранных граждан и лиц без гражданства в Республике Беларусь” (с изменениями и дополнениями) определены основания, по которым иностранцу, получившему разрешение на постоянное проживание в Республике Беларусь, такое разрешение по решению органа внутренних дел может быть аннулировано. В соответствии с абзацем 2 части 1 статьи 57 и абзацем 5 части 1 статьи 30 Закона Республики Беларусь от 04.01.2010 г. “О правовом положении иностранных граждан и лиц без гражданства в Республике Беларусь” с изменениями и дополнениями), разрешение на постоянное проживание, выданное иностранцу, может быть аннулировано, если иностранец во время своего пребывания в Республике Беларусь неоднократно (пять и более раз) в течение одного календарного года привлекался к административной ответственности и не истек срок, по окончании которого он считается не подвергавшимся административному взысканию.",ru
Нужен ли ландшафтный проект?,"Ландшафтный проект решает множество сложнейших задач при строительстве: он позволяет разделить работу на этапы, прорабатывает все нюансы и особенности и учитывает все требования. Проект рассчитывает стоимость реализации проекта. У Вас на руках останется полная информация о вашем саде, включая описание высаженных растений и рекомендации по уходу за ними.",ru
Где получить визу в Беларусь?,"в консульских отделениях Беларуси;
в дипломатических представительствах Беларуси
в консульском центре Национального аэропорта Минска.",ru
Сколько стоят игровые автоматы?,"Каждый, кто планирует открыть игровой зал, задумывается, а сколько стоят автоматы и сопутствующее оборудование для организации такого бизнеса. Стоимость зависит от многих факторов: тип игры, страна производитель, дополнительные функции, год производства и дизайн. В среднем, цены варьируются от 500 до 3000 евро. Бывшее в использование устройства можно приобрести в 2-3 раза дешевле от их первоначальной цены. Следует учитывать, что также потребует лицензия и персонал, а это немалые деньги.
Второй вариант – создание онлайн-ресурса с игровым залом. Первым делом стоит позаботиться о получении лицензии, которые в зависимости от юрисдикции могут обойтись от 7000 до 50000 евро. Автоматы можно не приобретать, а просто обратиться к компаниям, разрабатывающим игры – они предоставлять их на определенных условиях. Для получения эксклюзивных игр придется потратить множество средств на покупку или заказ. С каждым автоматом должен предоставляться сертификат.",ru
9 - Где можно сдать анализ на коронавирус?,"Самостоятельная сдача анализов на коронавирус не предусмотрена.Обследование на COVID-19 назначается медицинскими работниками в случае:

прибытия из эпидемиологически неблагополучных по COVID-19 стран и регионов за 14 дней до появления симптомов ;
наличия тесных контактов за последние 14 дней с лицами, находящимися под наблюдением по COVID-19, которые в последующем заболели;
наличия тесных контактов за последние 14 дней с лицами, у которых лабораторно подтвержден диагноз COVID-19.

Забор проб для анализа осуществляет медицинский работник.Исследование образцов проводится в Центре гигиены и эпидемиологии в субъекте РФ.В частных медицинских организациях исследования на COVID-19 не проводятся.",ru
Почему ребёнок икает?,"Чаще всего икота у новорожденных возникает после кормления. Непосредственно под диафрагмой находится желудок, и при его растяжении может возникнуть раздражение диафрагмы. В основном это случается из-за переедания, либо заглатывания большого количества воздуха во время сосания груди или бутылочки. Новорожденные икают после кормления. Обычно иканию способствует переедание и заглатывание большого количества воздуха во время еды. Икание обусловлено физиологией: под диафрагмой находится желудок. Когда он растягивается, это может раздражать диафрагму.",ru
Можно ли ставить окна зимой?,"Да, конечно, у нас не очень суровые зимы. Монтажную пену используем зимнюю, ею можно работать до -18гр. Но что бы профиль не лопался на морозе, стараемся работать до -10 — -12гр и окна привозим накануне монтажа, чтобы профиль согрелся. А для установки стандартных окон у нас есть теплый монтаж.",ru
Какие существуют бонусы или скидки?,"Мы обожаем дарить подарки, именно поэтому сделали приятные бонусы для тех, кто бронирует экскурсии в мини-группах:
• Закажите 2 экскурсии, и мы подарим вам трансфер из/в аэропорт;
• При заказе 3 экскурсий – обзорная по Малаге будет бесплатной;
• Успеваете съездить с нами на 4 экскурсии? Мы подарим вам экскурсию по Малаге и бесплатно отвезем в аэропорт;

• Забронировали 5 экскурсий? Мы покажем вам Малагу и подарим билеты на спектакль фламенко и разумеется, организуем трансфер к прилёту и вылету.",ru
Я зарегистрировался как Партнер и подал заявку на подключение. Что дальше?,"Дождитесь подтверждения подключения и начинайте зарабатывать на сделках без ипотеки.
              Зайдите в личный кабинет, запишитесь на сделку, выбрав необходимые сервисы, а в конце месяца подайте акт о выполненных услугах.",ru
"В процессе установки Final Interface предлагает установить его как Главное приложение и открывает настройки, но у меня там такой настройки нет. Почему?","Потому что производитель Вашего устройства внёс изменения в систему Android и запрятал настройку установки лаунчера подальше. К примеру, так делает в некоторых своих прошивках Huawei.
Final Interface двухкомпонентное приложение и не может работать, если один из компонентов (в данном случае, лаунчер) не установлен по умолчанию.
Вам следует поискать в интернете инструкцию — как установить лаунчер на Вашем устройстве по умолчанию, обычно такие инструкции легко находятся. Или обратиться в техподдержку производителя. Также возможно у техподдержки Final Interface есть сведения о Вашем устройстве, напишите нам.

Подробнее об измененных прошивках Android см. вопрос Китайские UI и проблемы, с этим связанные.

Ссылка на этот вопрос",ru
7) Я не нашел ответ на мой вопрос. Что делать?,Готовы ответить на все ваши вопросы — support@musin.zp.ua,ru
Зачем нужны видеоконференции?,"Компании используют сервис видеоконференций для проведения: — Вебинаров и онлайн-конференций. Таким образом компании оптимизируют маркетинговый бюджет и расширяют аудиторию спикеров и посетителей за счет привлечения участников из удаленных городов и других стран мира. — Дистанционного обучения сотрудников. Обучение с применением видео предполагает более персонализированный подход. Спикер имеет визуальный контакт с аудиторией, ему проще управлять вниманием участников. — Удаленных совещаний с коллегами, клиентами, партнерами. В данном случае компания сокращает транспортные и представительские расходы за счет уменьшения числа командировок или полного отказа от них.",ru
"Что делать, если пришел неверный или ошибочный товар?","Если вы получили не тот товар,
который заказывали, пожалуйста, напишите нам на наш контактный email: woogee.shop@gmail.com.
В письме сообщите, что вы получили неверный товар. Не забудьте прикрепить скан (фото,
скриншот): 

1)     электронного чека (выписки
банка) за оплату товара 

2)     фото самого товара, который
пришёл неверно или ошибочно.

Мы решим возникшую проблему
максимально быстро.",ru
"???? Можно ли тонировать стекло, если на нем есть сколы?",Во время процедуры мелкая царапина может превратиться в огромную трещину. Лучше не рисковать.,ru
"✅ Пересылаете почтой подарки, которые делаете на заказ?","Да, заказы почтой отправляем после оплаты онлайн",ru
Я работаю по договору подряда. Как мне оплатят больничный?,"Наниматели уплачивают за работников обязательные страховые взносы вне зависимости от того, какой договор был с ними заключен - трудовой или гражданско-правовой (их в народе называют договорами подряда). Так что и больничный у работников с гражданско-правовым договором тоже будет оплачиваемым. Схема стандартная: первые 12 дней - 80% среднедневного заработка (он рассчитывается исходя из срока договора и размера вознаграждения за работу), последующие - 100%. Есть нюанс: если на момент нетрудоспособности вознаграждение по гражданско-правовому договору еще не было выплачено, то и пособие назначат и выплатят, как только наниматель рассчитается с работником и уплатит страховые взносы.",ru
✅ Какие есть способы установить роллетные ворота?,"В городе Одесса и области мы предоставляем услуги установки. Наш специалист приедет к вам на объект, проведет все технические работы и сделает монтаж ворот. 
Вы можете установить ворота самостоятельно. Это несложная процедура. Наш консультант поможет вам и предоставит все инструкции по монтажу.",ru
Как подключить и пользоваться онлайн-кассой?,После подключения услуги и доставки - вы получите инструкцию по работе с ДелоКассой. В случае возникновения вопросов вы всегда можете обратиться в Службу заботы о клиентах по бесплатному номеру 8 800 5000 700,ru
Что положить в подарочную корзину?,"Наполнители  подарочных корзин  в первую очередь зависят от того кому корзина предназначена. Чаще всего для женщин предпочтительны различные сладости, фуа-гра, террины, а для мужчин - мясная продукция и минимум сладостей. 

 Наиболее популярны из нашего ассортимента для женских корзин продукция Мишель Клюизель, оливковые масла, фуа-гра, террины, риеты, хамон, крем-мед, икра. Для мужских на первом месте хамон, мясные деликатесы (колбасы, сыровяленое мясо), паштеты из дичи, рыбные деликатесы, печень налима полюбилась всем - это очень вкусный и необычный продукт. В дополнение как правило берутся конфеты с трюфелем или ассорти Мишель Клюизель.",ru
Даете ли вы гарантию на выполненные работы?,"Обязательно! Прописано в договоре. На созданные сайты и интернет-магазины - 1 год, при лечении и ремонте сайтов и интернет-магазинов - 1 месяц.",ru
Как сделать заказ на вашем сайте?,"Все очень просто зайдите в раздел продукция, далее выберете что именно вы хотели бы заказать: спортивную форму, форму для вашей команды или атрибутику и сувениры. Далее выбрав нужную вам коллекцию или конкретный товар - нажмите кнопку заказать, оставьте свои контактные данные и эта форма прилетит нашему менеджеру, он с Вами свяжется для уточнения размеров и деталей. Если Вы не нашли нужную вам одежду на нашем сайте - просто напишите нам что вы хотели бы - мы подберем для вас идеальную форму.",ru
Какой минимальный заказ?,Минимальная сумма заказа Мобильного фуршета - 10 000 руб.,ru
Вопрос: Надо ли платить дополнительно?,"Нет не надо.

Безлимитный диск работает без ежемесячных и годовых платежей. Вы платите только один раз, а безлимитный диск остается у Вас навсегда. У нас есть такие диски, которые ""прожили"" уже 8 лет и помирать не собираются. К одной почте можно добавить сколько угодно безлимитных дисков.",ru
❓ У комнаты есть лицензия на предоставление онлайн услуг?,"Сайт работает под управлением компании TESHI LIMITED на основании лицензии №1668/JAZ, выданной игорной комиссией Curaçao eGaming, регулируемой правительством Кюрасао. Адрес компании: Boumpoulinas, 1-3, Bouboulina building, flat/office 42, 1060, Никосия, Кипр.",ru
✔️Как зайти в группу в телеграмме?,"Алгоритм поиска группы/чата TelegramЧтобы найти группу в приложении необходимо ввести точное название чата в формате @имя_группы;Если вы не знаете как называется группа Вам на помощь может придти наш список самых популярных чатов Telegram, который расположен нижепродолжение",ru
✔️Как зайти в телеграмм канал по ссылке?,Чтобы туда попасть: Нажмите на ссылку (только с компа) <link> еще,ru
✅ Оригинальная ли форма?,"В нашем магазине продаются реплики. Материалы изтовления и элементы дизайна полностью соответсвуют европейской продукции, основное отличие заметно только при детальном рассмотрении швов, возможно наличие торчащей ниточки, либо немного неровного шва.",ru
Бурит ли ваша компания скважины более 20 метров?,"Нет, мы проводим бурение скважин под установку насосов поверхностного типа, которые могут поднимать воду с глубины не более 6-7 метров.",ru
Как происходит доставка?,Курьер привезет ваш заказ в любое место и время в Санкт-Петербурге. Доставка в Ленинградскую область рассчитывается отдельно.,ru
Как открыть счет в ecoPayz с Weenax?,"Для того, чтобы открыть счет в платежной системе ecoPayz, вам нужна лишь рабочая электронная почта.

Чтобы зарегистрировать счет в ecoPayz с Weenax, нужно:

- перейти по нашей ссылке;

- переключить язык на русский;

- внимательно заполнить форму (обратите внимание, заполнять нужно латиницей, как в паспорте, а в строке с адресными данными указать именно тот адрес, который вы сможете впоследствии верифицировать соответствующим документом);

- нажать «Создать счет»;

- откроется окно по настройке двухэтапной аутентификации - следуйте инструкции;

- далее необходимо войти в настройки счета и подтвердить адрес электронной почты - вам придет письмо от саппорта платежной системы еcoPayz с ссылкой для подтверждения.

Все, регистрация пройдена. Теперь можно отправить заявку для присоединения к программе Weenax. После заполнения заявки, вы получите письмо с инструкцией по верификации.

Следующий шаг – верификация личности и адреса.",ru
Где я должен указать название лодки?,"Вы должны указать название лодки и домашний порт на стороне порта (сзади) вашей лодки. Минимальный размер букв имени составляет 10 см, минимального размера для имени домашнего порта нет. Часто задаваемые вопросы",ru
"Здравствуйте! Подскажите, пожалуйста, допускается ли на рабочее место медицинский работник, осуществлявший работу по совместительству в другой медицинской организации, лечащей больных коронавирусной инфекцией?","Согласно пункту 3.8 Постановления Главного государственного санитарного врача РФ от 22.05.2020 г. № 15 «Об утверждении санитарно-эпидемиологических правил СП 3.1.3597-20 «Профилактика новой коронавирусной инфекции (COVID-19)» (далее – Постановление Главного государственного санитарного врача РФ от 22.05.2020 г. № 15) лица, контактировавшие с больным COVID-19, находятся в изоляции (в обсерваторе, по месту жительства) не менее 14-ти календарных дней со дня последнего контакта с больным. 


  


	 На основании данного положения Постановления Главного государственного санитарного врача РФ от 22.05.2020 г. № 15 медицинский работник, контактировавший с больным COVID-19, должен находиться в изоляции (в обсерваторе, по месту жительства) не менее 14-ти календарных дней со дня последнего контакта с больным.




	 Необходимо также отметить, что согласно пункту 2.1. Приложения 6 к указу Мэра Москвы от 05.03.2020 г. №12-УМ работодатели обязаны не допускать на рабочие места и (или) территорию работодателя работников, обязанных соблюдать режим самоизоляции. В соответствии с пунктом 9.1.3. указа Мэра Москвы от 05.03.2020 г. №12-УМ к гражданам, обязанным соблюдать режим самоизоляции, относятся, в частности, те, в отношении которых приняты постановления санитарных врачей об изоляции.




	 В Приказе Министерства здравохранения РФ от 19.03.2020 N 198н «О временном порядке организации работы медицинских организаций в целях реализации мер по профилактике и снижению рисков распространения новой коронавирусной инфекции COVID-19» (далее – Приказ Минздрава РФ от 19.03.2020 N 198н) прямой запрет на осуществление трудовой деятельности медицинскими работниками, осуществлявшими работу по совместительству в другой медицинской организации, лечащей больных коронавирусной инфекцией, также не установлен, однако пункт 2 приложения 10 к Приказу Минздрава РФ от 19.03.2020 N 198н устанавливает минимальные требования к порядку организации деятельности медицинских организаций с целью недопущения контактов больных новой коронавирусной инфекцией COVID-19 с другими лицами.




	 Таким образом, с учетом вышеизложенного и на основании пункта 3.8. Постановления Главного государственного санитарного врача РФ от 22.05.2020 г. №15, пункта 2 приложения 10 к Приказу Минздрава РФ от 19.03.2020 N 198н и пункта 2.1. Приложения 6 к указу Мэра Москвы от 05.03.2020 г. №12-УМ в целях недопущения внутрибольничного распространения новой коронавирусной инфекции (2019-nCoV), а также исполнения санитарно-противоэпидемических (профилактических) мероприятий против новой коронавирусной инфекции (2019-nCoV) медицинский работник, контактировавший с больными новой коронавирусной инфекции (2019-nCoV), подлежит отстранению от работы (абз. 1 ст. 76 ТК РФ) в медицинской организации, не оказывающей медицинскую помощь больным коронавирусной инфекцией. 


  


 Ответ на вопрос дан для г. Москвы, для точного ответа на вопрос по другим регионам необходимо изучать законодательство уровня субъекта, так как в некоторых регионах запрет на совместительство установлен напрямую, как было, например, в Санкт-Петербурге.",ru
"Сетка на фильтре-игле для абиссинского колодца пропаянная припоем? Если да, разве не попадет тогда в воду вредный свинец?","Да, для пропайки сетки на фильтре действительно используется содержащий свинец припой, но это никак не влияет на качество воды.     То, что припой может как-то загрязнить скважинную воду является ничем иным как мифом. Во-первых, площадь соприкосновение воды и припоя ничтожно мала, во-вторых, образованию сколь-либо значимого объема вредных окислов препятствует проточность скважины.     Иное дело, если бы вы выкопали обычный накопительный колодец и оборудовали его свинцовыми кольцами с их значительной площадью соприкосновения с водой, тогда это было бы действительно опасно.",ru
В чем разница между конференц-связью и видеоконференцией?,"Принципы работы конференц-связи просты: данная технология также обеспечивает возможность синхронного общения между несколькими собеседниками, но только без видеосопровождения. Конференц-связь используют в том случае, если не нужен визуальный контакт спикера с участниками встречи, наглядные материалы не являются обязательными для проведения деловых совещаний, а у кого-то из сотрудников компании в момент проведения встречи нет интернета. Подробное сравнение конференц-связи и видеоконференции читайте в блоге Телфин.",ru
В каких случаях возможно вернуть товар?,"По любой причине руководство Стройоптом гарантирует принять возврат в течение 14 дней
c момента приобретения товара, при условии:
1. предоставления чека покупки или расходной накладной.
2. сохранения целостности упаковки и товарного вида материалов.
5) тег в поисковике: пенопласт Запорожье
url: <link>",ru
"✅ Можно ли обналичить средства, выделенные многодетной семье для улучшения жилищных условий?","Нет. И кредитование, и субсидирование осуществляются исключительно в безналичной форме.  Банк перечислит выделяемые государством средства непосредственно на счет строительной организации или продавца жилья.",ru
Как можно вывести деньги с ecoPayz?,"Вывод с ecoPayz (для РФ и стран СНГ) доступен только на банковский счет. Комиссия составляет €10 за транзакцию (удерживается также комиссия за конвертацию валюты, если валюта банковского счета отличается от валюты ecoAccount-а). Возможна комиссия банка корреспондента. Подробнее о способах пополнения и вывода средств с кошелька ecoPayz можно ознакомиться по ссылке.

Вывод на банковский счет для стран ЕС - €5,9 за один перевод.

Снятие наличных с ecoCard (независимо от статуса счета) -  2,00% (минимальный сбор €1,50).

Расчетно-кассовое обслуживание (независимо от статуса счета) - 4,00% (минимальный сбор €0,80).

Конвертация валюты по карте ecoCard (независимо от статуса счета) - 2,99%.

Подробнее о тарифах ecoPayz читайте тут.",ru
Какая должна быть степень проработанности проекта?,"Любая - можно выйти на конкурс и просто с идеей, и возможно, что ваша идея заинтересует компании и инвесторов. Но лучше, чтобы все разделы проекта были проработаны - ознакомьтесь с критериями оценки проектов, это поможет вам понять сильные и слабые стороны вашего проекта и доработать проект для конкурса. А для участников финала на конкурсе предусмотрена проектная школа, где можно будет доработать отдельные разделы с помощью специалистов.",ru
Где посмотреть примеры таплинк / мультиссылок?,"На странице ""Примеры""
   собраны варианты оформления мультиссылок / таплинк",ru
📌 Как сайты БК выплачивают выигрыши?,"Большинство сайтов букмекерских контор в России будут выплачивают выигрыши мгновенно. Выплаты за выигрышные ставки появляются на балансе счета. Задержки могут возникнуть, если есть расхождение по одной из ставок.",ru
Как загрузить каталог товаров из файла?,"Для загрузки каталога товаров на главной странице личного кабинета кассы нажмите кнопку «Импорт» или же зайдите в раздел «Каталог», далее «Товары» и также нажмите кнопку «Импорт».",ru
✌️Где в новой версии ВК музыка?,Где в новой версии ВКонтакте музыка (плеер)? Рядом с колокольчиком вверху сайта есть значок «ноты» — это и есть музыка.читать еще,ru
"Есть ли у вас какие-то ""подводные камни"" в договоре?","Нет, у нас все прозрачно. Когда вы приедете к нам, вы сможете ознакомиться с договором и принять решение о заключении.

Если имеется ввиду, что в договоре не гарантируется пожизненной трезвости после реабилитации, не гарантируется то, что мы будем насильно держать наркомана, который требует сбежать, не гарантируем возврат средств, в случае, если наркоман сбежал, не окончив курс лечения, то это все - не подводные камни.

Это - нормальный рабочий момент и вы должны это понимать. Подписать договор на лечение наркомании, это не то же самое, что гарантировать поставить хорошую пломбу. Это психотерапия и тут всё очень индивидуально.",ru
"Что делать если указана ""Анонимная доставка""?","Анонимная отправка отображается в виде выделенного поля с надписью ""!Анонимная доставка"" под соответствующим товаром на странице заказа. Пожалуйста, отнеситесь серьезно к такой просьбе покупателя. Вы обязуетесь не раскрывать информацию об отправителе получателю товара.",ru
Предоставляет ли FxGen защиту персональных данных?,"Копания FxGen в главную очередь заботится о безопасности средств и защите персональных данных клиентов. На сайте компании представлена политика использования данных Cookie, а также Политика защиты персональных данных. Соглашаясь с условиями политик, клиент дает согласие на обработку персональных данных, а также соглашается со всеми пунктами Политик, опубликованных на сайте.

FxGen прилагает все усилия для того, чтобы гарантировать, что личные данные, которые вы предоставляете, хранятся в условиях полной конфиденциальности. Ваши пароли шифруются, а личные данные хранятся на защищенных серверах.",ru
Какое нужно подавать напряжение при обогреве бетона проводом ПНСВ и на какое время?,"Напряжение подаваемое на провод ПНСВ зависит от типа трансформатора (36 или 75 В). Информацией о времени прогрева бетона, к сожалению, мы не располагаем.",ru
Какой процессор подойдет для 3080?,"Любой 8 ядерный, например Ryzen 5 3600 или Ryzen 7 3800X.",ru
"Здравствуйте. Подскажите, пожалуйста, я ИП с лицензией по косметологии. Могу ли я нанимать сотрудников с медицинским образованием, не открывая для этого ООО?","Добрый день!
	 Да, ИП может нанимать сотрудников точно так же как и ООО, в том числе и медицинских работников в рамках осуществления лицензируемого вида деятельности. Иная трактовка, встречающаяся в некоторых территориальных органах, является необоснованной, а ограничения - неправомерными.",ru
Как получить свой выигрыш?,"Для вывода денежных средств из системы необходимо перейти в раздел «Касса» и кликнуть по элементу с надписью «Оформить выплату». Для вывода денежных средств используется тот же способ, посредством которого гемблер вносил свой первый депозит. Для регистрации заявки на вывод денежных средств необходимо выбрать желаемую сумму вывода и кликнуть по надписи «Получить».",ru
Сколько категорий значимости установлено?,"Устанавливаются три категории значимости объектов критической информационной инфраструктуры — первая, вторая и третья.
 	Если объект критической информационной инфраструктуры не соответствует критериям значимости, показателям этих критериев и их значениям, ему не присваивается ни одна из таких категорий.",ru
Что такое РАЗУМ?,"Разум  — историческая изначально ясная цельная форма ума — один ум, цельный ум, прямое мышление, ясное мышление.
Ясность в нашем случае означает моральный принцип чести-честности простого, прямого  ума как противоположность комбинирующего ума, изворотливости и двойных стандартов.

Древнее словотворчество основывалось на обязательном присутствии в новых социально значимых понятиях слога Р + гласная. Базовым культовым слогом являлся РА - солнце (тепло, энергия, РАдость, кРАсота); ДРА - древность. Так же возникли первичные социальные символы сторон света: баРАт и РАма - культы братства Индостана, дРАкон — китайский культ и РАсея — культ авторитета АСов Тартарии (ас — туз в карточной колоде, тара - звезда на санскрите).

Солнце (sun-сын) испокон веков было символом надежности слова, человеческой правильности и разумности.  Противоположностью РАзуму является мироощущения детей луны (moon-man, manki), которых называют пресмыкающимися или рептилоидами (код - слог УР). Они с рождения приучаются добиваться цели с помощью мягкости и хитости, любой ценой. Таковой ток мышления автоматически  опускает людей в мир царства мёртвых галлюцинаций-идей АИД (idea-АИДия), дуализма своего добра и чужого зла, хозяев и рабов культа двойных стандартов, идеологий и снов-лозунгов.

В старые времена разделение происходило на высокие и низкие общности и личности,  в зависимости от воспитания и поведения. Но когда низкие касты с помощью хитрости и торговли пришли к власти, они заменили высокое и низкое на относительную манерность  подгоняемых под ситуацию идей добра и зла.  Дети луны создали свои правила словотворчества основанные на слогах — гласная + Р, с базовым слогом УР, означающим змею как символ внушения и массового образования. В древности изначальная система словотворчества Р + гласная, имела символ дерева. В последующем с появлением аристократии, появилась альтернативная система словотворчества - гласная + Р с символом дерева перевёрнутого корнями вверх.

Ум изначально является  персонализированным виртуальным пространством сознания для игры под названием логика и создания библиотеки опыта и знаний. Ум под названием ОМ также включен в древнюю образовательную систему контроля за психо-физическим здоровьем под названием йога. Где чакры — это сферы, а применительно к уму, чакра ОМ — это сфера ума.  УМ=ОМ",ru
