question,answer,language
Kann ich auch per Überweisung bezahlen?,"Ja. Bitte schreiben Sie uns eine E-Mail mit Ihrer Wunschdecke (Gewicht und Größe), Ihrer Liefer- und Rechnungsanschrift und Ihrer Telefonnummer für Rückfragen. Bestelllungen werden erst nach Zahlungseingang verschickt.",de
Wie wende ich ein ArchAngeloi Spray an?,"Jeweils ein Sprühstoß des gewählten ArchAngeloi wird im Bogen
über die linke Schulter, den Kopf und über die rechte Schulter gegeben. Den
feinen „Nieselregen“ dann mit den Händen bis in den Herzbereich einfächeln und
dort kurz verweilen bis sich die Energie in der Aura gesetzt hat.> ArchAngeloi Übersicht",de
"Brauche Ich Facebook, Insta Und Co.?","Klassiker…Sie benötigen einen Kanal nur, wenn Sie diesen auch füllen und am Leben halten können. Schlecht gepflegt schadet mehr als gar nicht present zu sein. Davon ab: Ohne Konzept bringt Ihnen keine der Plattformen einen Vorteil.",de
Was ist eine Abtretungserklärung?,"Im deutschen Zivilrecht bedeutet Abtretung die vertragliche Abtretung einer Forderung von einem Gläubiger auf einen neuen Gläubiger. Der ursprüngliche Gläubiger wird hierbei als Zedent oder bei mehreren Gläubigern Zedenten bezeichnet, der neue als Zessionar. Eine rechtliche Grundlage für die Abtretung findet sich in § 398 BGB: Eine Forderung kann von dem Gläubiger durch Vertrag mit einem anderen auf diesen übertragen werden (Abtretung). Mit dem Abschluss des Vertrags tritt der neue Gläubiger an die Stelle des bisherigen Gläubigers.",de
Was kostet ein Shooting ?,Das Shooting wird nach Zeit berechnet und die Bilder oder Dateien extra. 1/2 Stunde Shooting 70 EUR 1 Stunde Shooting 120 EUR. Ein Bild in 13x18 bekommt man zu 12 EUR  Eine Datei zu 25 EUR. Es gibt auch ein Mini-Portrait für 1-2 Personen mit 2 Vergrößerungen 13x18 zu 59 EUR.  Mehr Infos gerne im Studio oder am Telefon,de
Brauche ich einen Termin ?,Ja unbedingt !,de
Wie kann ich den Service gewährleisten? Muss ich eine Wartung des Lifts durchführen lassen?,"Sie sollten großen Wert auf die Erreichbarkeit des Servicedienstes des jeweiligen Anbieters für Wartungs- und Reparaturarbeiten legen. Hier ""trennt sich oft die Spreu vom Weizen"". Hohe Rechnungsbeträge entstehen durch Fahrkosten und Wegezeiten. Ein Anbieter aus der näheren Umgebung verspricht diese Kosten niedrig zu halten, denn eine regelmäßige Wartung Ihres Lifters ist sinnvoll, um einen störungsfreien Betrieb zu gewährleisten. Gerne empfehlen wir Ihnen regionale Firmen, die Ihnen einen Treppenaufzug anbieten können.",de
Bieten Sie auch Großkundenkonditionen und Rahmenverträge für Übersetzen und Dolmetschen an?,"Selbstverständlich vereinbaren wir mit Ihnen als Großkunde einen Rahmenvertrag im Bereich der technischen Übersetzung und im Bereich Dolmetschen.

Darin werden Preise für die einzelnen Sprachpaare, und die genauen Abläufe des Projektmanagements vereinbart.

Bei der Übersetzung werden zusätzlich die Preise für die technische Übersetzung, Marketingübersetzung, juristische Übersetzung bzw. beglaubigte Übersetzung festgelegt.

Im Bereich Dolmetschen werden für Konsekutivdolmetschen, Simultandolmetschen, Begleitdolmetschen und beeidigtes Dolmetschen die Preise vereinbart.

Rahmenverträge bieten wir bisher für folgende Branchen an:

 	Medizintechnik
 	Maschinenbau
 	Anlagenbau
 	Pharmatechnik
 	Energietechnik
 	Werbetechnik",de
Wie hoch sind die Betriebskosten?,"Die „Kraftstoffkosten“ für reine Elektroautos liegen selbst bei einem Kilowattstundenpreis von 30 Cent (Haushaltssteckdose) deutlich unter denen eines Fahrzeuges mit Diesel- oder Benzinmotor. Viele Nutzer können zudem durch Förderung oder eine eigene Photovoltaikanlage noch günstiger laden. Besonders dort, wo Verbrenner hohe Verbrauchswerte erzeugen – bei Kurzstrecken oder in der Stadt – punkten Elektroautos mit erheblich niedrigeren Betriebskosten. Kein Wechsel von Öl, Luftfilter oder Zündkerzen und zudem durch die starke Rekuperation (Energierückgewinnung) erheblich weniger Bremsenverschleiß – die Wartungskosten für Elektroautos liegen deutlich unter denen von Verbrennern.",de
Wie füge ich Standard Kopf- und Fußzeilen ein?,"Unter ""Einstellungen"" - ""Layout"" können schnell und einfach standardisierte Kopf- und Fußzeilen für Ihre Formulare festgelegt werden.
Möchten Sie Bilder verwenden, dann laden Sie sie ohne weiße Ränder und im PNG-Format mit der Mindestbreite von 1200px unter ""Einstellungen"" - ""mediacenter"" hoch. Beim Klick auf das Bild wird Ihnen der Dateipfad angezeigt, diesen kopieren.
Direkt bei ""Formulargestaltung"" können Sie nun Ihre Kopf- und Fußzeilen gestalten und das Bild oder Ihren Text einfügen.
Sie sind fertig? Dann vergessen Sie nicht, den Haken bei ""Standard bei PDF-Erstellung verwenden"" zu setzen sowie im jeweiligen Formular auszuwählen, ob die Standard-Kopf- bzw. Fußzeile angewendet werden soll.
Zum testen den Vorgang aufrufen.",de
Wie viel Förderung bekomme ich für meine Jugendkonferenz?,"Für eine regionale Jugendkonferenz können Sie/ könnt ihr bis zu 1500 Euro Förderung vom Landtag bekommen. Das Einbringen von Eigenmitteln wird erwünscht. Wie oben bereits genannt, fördern wir pro Stadt- und Landkreis eine regionale Jugendkonferenz.",de
Was bedeutet Salutogenese?,"Mit der Wortschöpfung Salutogenese (lat. salus = Gesundheit, Heil, Glück und griech. génesis = Entstehung, Entwicklung) hat der israelisch-amerikanische Medizinsoziologe und Stressforscher Aaron Antonovsky (1923-1994) in den 1970er Jahren die Frage nach der Entstehung von Gesundheit und nach einer gesunden Entwicklung des Menschen, in die moderne Wissenschaft gebracht. Der Begriff ist analog und komplementär gebildet zu dem Begriff Pathogenese (griech. páthos = Schmerz, Leid), der die Lehre der Entstehung von Krankheit bezeichnet. Quelle: <link> letzter Aufruf: 31.01.2019 um 15.30 Uhr",de
Was ist ein Bestellformular?,"Um die besonders günstigen Preise zu erzielen, bündeln wir die Bestellungen zweimal im Jahr in sogenannten Tankkorridoren.
Zu Beginn des Tankkorridoren werden den Holzpelletfreunden umweltfreundlich per E-Mail alle relavanten Informationen (ausgewählter Lieferanten, Bestell-Zeitraum, Lieferkonditionen: Preisstaffelungen etc.) zugesandt. Die E-Mail enthält einen Link mit dem das Bestellformular geöffnet werden kann. Dieses Bestellformular muss ausgefüllt und versandt werden - diese Bestellung ist dann bindend.
Der Lieferant meldet sich telefonisch bei dem Holzpelletfreund und klärt noch einmal den genauen Ablauf und Termin mit ihm ab.
 Jeder bestellt und bezahlt beim entsprechenden Lieferanten auf eigene Rechnung.
So sieht das Bestellformular aus:",de
Wie hoch ist der Beitrag für die BdV-Mitgliedschaft?,Der Jahresbeitrag für Privatpersonen beträgt 60 Euro; bis zur Vollendung des 25. Lebensjahres 30 Euro. Die Aufnahmegebühr beträgt 8 Euro.,de
Wie errechnen sich die monatlichen Abschläge?,Der Abschlag wird automatisch bei der Jahresverbrauchsabrechnung anhand Ihres Verbrauchs und der aktuellen Preise errechnet und Ihnen mitgeteilt. Bei Neueinzug bzw. Anmeldung werden die Abschläge aufgrund unserer Erfahrungswerte festgelegt. Bis zur nächsten Verbrauchsabrechnung wird der Abschlag jeweils am Monatsende fällig.,de
Wie kann ich einen Vorgang löschen bzw. stornieren?,"Ein Vorgang kann nicht gelöscht, sondern nur storniert werden. So bleibt die Dokumentation erhalten. Klicken Sie hierfür auf den roten Stornieren-Button.
In manchen Fällen erscheint der Button nicht, beispielsweise wenn der Vorgang bereits abgerechnet ist. Hier muss zunächst der Vorgang angepasst werden, da bereits abgerechnete Vorgänge nicht storniert werden können.",de
Wo wird POSTAKTUELL verteilt?,"Je nach Wunsch können Sie Ihre POSTAKTUELL-Mailings flächendeckend in einem Zielgebiet innerhalb Deutschlands verteilen. Dafür bietet unser Verteilgebiet-Planer zwei Möglichkeiten:

flächendeckend nach PLZ
punktgenau nach Zustellbezirk

So erreichen Sie alle relevanten Haushalte in einer Stadt, einem Ortsteil oder einem PLZ-Gebiet. Dabei können Sie außerdem entscheiden, ob Sie Ihre Werbesendungen an sämtliche Haushalte oder an Haushalte mit Tagespost schicken. Eine Zustellung ist lediglich bei Briefkästen mit einer sichtbaren Werbeverweigerung (z. B. dem Hinweis „Bitte keine Werbung“) ausgeschlossen.",de
Wie behandelt man Schürfwunden bei Kindern?,Die Versorgung von Schürfwunden bei Kindern unterscheidet sich nicht deutlich von der Versorgung bei Erwachsenen. Bei größeren oder stark verschmutzten Wunden oder Verletzungen im Gesicht sollte hier gegebenenfalls eher ein Arzt aufgesucht werden.,de
Wie werden die Symbole gemalt?,"Jedes Symbol wird bei uns selbst konstruiert nach Vorgaben der Heilgien Geometrie. Wir verwenden keine Schablone oder ähnliches welche von unseren meisten Kollegen verwendet werden.

Dies macht unsere Wandbilder zu etwas Besonderem, da jeder Schritt mit dem Bewußtsein durchgeführt wird, etwas einzigartiges zu erschaffen.

Ebenfalls verwenden wir für das konstruieren der Symbole spezielle Goldstifte, dies bringt den Glanz und die Beständigkeit.

Bei einigen verwenden wir 24 Karat Blattgold.",de
Für wen ist Malen nach Zahlen geeignet?,"Ursprünglich für Kinder gedacht, begeistert Malen nach Zahlen heute alle Altersklassen. Die Bilder sehen wie selbst gemalt aus. Kinder wie Erwachsene haben Gefallen an dieser Freizeitbeschäftigung. Auch weniger kreative Menschen können nun schöne Motive malen und stolz auf ihre Arbeit sein.",de
An welchen Standorten kann ich ein Beecar buchen?,"Aktuell gibt es Standorte in Niederndorf, Kössen, Langkampfen sowie in Kufstein bei den Stadtwerken, Arkadenplatz, Innotech sowie dem Kaufpark (Eurospar). Der genaue Standort ist bei jedem Fahrzeug in der Buchungsplattform vermerkt.",de
"Was bedeutet ""offene Stunden""?","Bei den offenen Stunden kannst du ganz ohne Voranmeldung kommen. Es gilt das Drop-In-Prinzip. Es ist also kein fester Kurs, bei dem Du jedes Mal dabei sein musst.

Aber manchmal kann es voll werden. Im Raum kann man mit 12 Personen noch ganz ok üben. Ab 13 Personen wird es unangenehm voll. Deswegen haben meine Kunden und ich entschieden bei 12 Personen eine Grenze zu ziehen.

Es gibt also 12 Plätze. Und das sind die Regeln:

 	Buchen kannst du immer nur in der aktuellen Kalenderwoche.
 	Wenn du deine Buchung stornieren möchtest, kannst du das bis eine Stunde vor der offenen Stunde tun.
 	Eine Stunde vor der Stunde wird der Stand festgehalten.
 	Solltest du gebucht haben, aber nicht zur Stunde erscheinen, muss ich das leider als Teilnahme zählen und dir bspw. bei einer 10er-Karte einen Besuch abziehen.

Sicher dir hier deinen Platz für die nächste offene Stunde, in dem du auf den Link unter Offene Stunden & Wochenplan klickst.",de
Was hat das Land Hessen mit den Siegeln zu tun?,"Das Land Hessen beauftragt die MGH Gutes aus Hessen mit dem Marketing für regionale Lebensmitteln. Die Siegel „Bio aus Hessen“ und „Geprüfte Qualität – Hessen“ sind die offiziellen Zeichen des Landes Hessen. Auch in anderen Bundesländern gibt es Marketinggesellschaften. Die wenigsten haben jedoch ein Zeichensystem.

Zum Ministerium ›",de
Erhalte ich eine Anmeldebestätigung für mein Seminar?,"Ja, Sie erhalten eine automatisch generierte Anmeldebestätigung.",de
Macht Spätfrost dem Eichenprozessionsspinner was aus?,"Dies muss ich mit Nein beantworten, der EPS kann auch als Raupe Temperaturen unter dem Gefrierpunkt verkraften",de
Was muss ich nach der regionalen Jugendkonferenz alles einreichen?,"Zeitnah nach Ihrer/ eurer Veranstaltung reichen Sie/ reicht ihr uns wie oben genannt, einen Bericht für die Homepage „Was uns Bewegt“ mit Bild (!) ein. Innerhalb von sechs Wochen nach der Veranstaltung reichen Sie/ reicht ihr uns die Abrechnung mit Belegkopien der Originalbelege und den Auswertungsbogen ein. Eine Teilnehmerliste wird nicht erwartet.",de
How exactly does WeShape.world help me?,"Mit WeShape kannst du Spendengelder für deine (offiziell anerkannte) Non-Profit-Organisation generieren. Wir geben eurer Organisation die Möglichkeit, große Unternehmen als Unterstützer:innen zu erreichen. Gleichzeitig erhaltet ihr, im Gegensatz zur traditionellen Unternehmensspende, Sichtbarkeit bei der gesamten Belegschaft des Unternehmens und könnt über den eingebauten Newsfeed eine emotionale Bindung aufbauen.

Da wir die angegliederte gemeinnützige Organisation CNI - Charity Network International - für das Sammeln und Verteilen der Spenden einsetzen, entsteht keine Sponsoring-Beziehung zwischen dem spendenden Unternehmen und eurer gemeinnützigen Organisation. Ihr bekommt also Zugang zu neuen Spendengeldern, erhöhte Sichtbarkeit und die Möglichkeit auf einen regelmäßigen Spendeneingang für mehr Planungssicherheit.",de
Sind Tula Coast Babytragen Sommermodelle?,"Alle Tula Babytragen haben Versionen mit coolem Mesh-Stoff, diese werden ""Küste"" genannt. Die Rückseite der Babytrage besteht aus luftigem, atmungsaktivem Stoff. Die Babytragen sind im Sommer bei wärmeren Temperaturen angenehm zu tragen. Sie und Ihr Kind werden aufgrund des feinen atmungsaktiven Stoffes nicht so schnell warm. Sind Sie neugierig, welche Tula-Babytragen mit coolem Mesh ausgestattet sind, dann schauen Sie sich die Tula Coast Babytragen an.",de
Wie funktioniert ein Business Center?,"Business Center werden oft von einem externen Betreiber geführt. Dieser mietet oder kauft Büroflächen oder ein Gebäudekomplex. Die Büro- und Konferenzräume sind komplett mit Möbeln und modernster Technik ausgestattet. In einem Business Center befinden sich verschieden große Büros und Konferenzräume, die stunden- oder tageweise sowie monatlich vermietet werden. Zusätzlich befindet sich eine Business Lounge (Küche) im Business Center die von jedem genutzt werden kann. In einer monatlichen Nutzflächenumlage sind neben den Betriebs- und Nebenkosten auch die Reinigung der Büroräume. Sowie Nutzung der Business Lounge und Centereinrichtung enthalten. Die Küche ist komplett eingerichtet und stellt Ihnen eine Auswahl an verschiedenen Getränken sowie unterschiedliche Kaffeespezialitäten bereit. Das Sekretariat steht Ihnen zu den üblichen Geschäftszeiten zur Verfügung. Dabei bieten Business Center Ihnen neben allgemeinen Sekretariatsarbeiten auch Post- und Telefonservice an.",de
"Kann ich meine EnBW mobility+ Ladekarte als Ersatz benutzen, wenn ich das Smartphone vergessen habe oder der Akku leer ist?","Ja, das funktioniert. Voraussetzung dafür ist, dass die Ladekarte in der App hinterlegt ist. Dann kann die Karte anstelle der App zur Authentifizierung an der Ladestation verwendet werden. Die Abrechnung des Ladevorgangs erfolgt in diesem Fall komplett über die EnBW mobility+ App.",de
Der flo befindet sich zur Anmietzeit nicht bei der Ladestation. Was tu ich?,"Du hast einen flo gebucht, aber er steht nicht bei der Ladestation? Ruf unsere Hotline unter +43 50 63 00 50 an!",de
"Was muss ich tun, wenn ich Artikel zurücksenden möchte?",Auf unserer Website finden Sie eine Seite mit unseren Rücksendebedingungen. Hier finden Sie die Bedingungen.,de
"Wie lange dauert es, bis eine Aufhellung durch die Behandlung mit dem Bleaching Gel zu sehen ist?",Erste Resultate kannst du schon nach drei bis vier Anwendungen sehen. Vergleiche deine Zahnfarbe vor Beginn der Behandlung mit der beigelegten Farbpalette und merke dir den Ausgangsfarbton: So hast du einen zuverlässigen Vergleichspunkt.,de
Ist die Rücksendung kostenlos?,"Wir möchten, dass Ihnen unsere Artikel 100%ig gefalle. Sollte dies mal nicht der Fall sein, übernimmt MOCAVI die Kosten für die Rücksendung für Sie.",de
"Können Aufstellungen etwas aufreißen, mit dem man dann nicht fertig wird?","Aufstellungen können manchmal wirklich etwas zeigen, das für die Person stark fordernd ist. Daher ist es mir wichtig, eine Begleitung und Nacharbeit anzubieten. In den Aufstellungen gibt es immer wieder Grenzen, die ich sehr respektiere. Mir ist es sehr wichtig, dass Sie selbst den Aufstellungsprozess mit bestimmen. So frage ich immer wieder nach, wie das Geschehen auf Sie wirkt; ob Sie weiter machen möchten und welchen Weg Sie beschreiten wollen, wenn es in der Aufstellung mehrere Optionen gibt. Sie können die Intensität steuern, in dem Sie den Abstand zur Aufstellung selbst bestimmen und indem Sie wählen, ob Sie selbst in das Aufstellungsbild kommen wollen oder nicht.",de
Muss ich das Auto nach Bestellung schon anzahlen ?,» Nein. Bei uns gehst du keinerlei Risiko ein und du zahlst erst kurz vor der endgültigen Übernahme des Fahrzeuges den vereinbarten sowie in der Auftragsbestätigung bestätigten Kaufpreis per Barzahlung oder vorheriger Banküberweisung.,de
Was versteht man unter Repräsentanten?,"Unter Repräsentanten versteht man einen Vertreter, der im Auftrag des Versicherungsnehmers handelt.",de
Kann ich kommentieren?,"Du kannst gern unter jedem Beitrag ein Feedback hinterlassen, das nicht veröffentlicht wird. Ich nutze es ggfs. nur um die Artikel zu verbessern, oder einfach um mich zu motivieren, mit diesem Projekt weiter zu machen.

Du kannst mir auch über den runden, grünen Button unten rechts eine Nachricht zukommen lassen. Vielleicht bin ich sogar online und wir können ne Runde quatschen, das ist nämlich ne ChatBox.

Wenn du mir deine Mailadresse da lässt besteht sogar ne Chance das ich zurück schreibe.",de
Welche Struktur hat die Ausbildung und wie lange dauert sie?,"Die Ausbildung ist in 10 Module gegliedert und dauert ca. 2 Jahre. Die Module finden meist am Wochenende statt, um sie beispielsweise berufsbegleitend integrieren zu können. Einzig das Abschlussmodul 10 findet von Montag bis Freitag statt.",de
Wer kann Refill Station werden?,"Alle Läden mit einem Wasserhahn und klaren Öffnungszeiten können Refill Station werden. Privatleute nicht. Dabei ist es egal, ob Apotheke, Arztpraxis, Steuerberater, Rathaus, Krankenkasse, Café oder Schuhladen, ob auf dem Land oder in der Klein- oder Großstadt.",de
Kann ich meiner Bestellung nachträglich einen Artikel hinzufügen oder die Bestellung ändern?,"Damit wir deine Bestellung schnell und rasch bearbeiten können, ist dies nachträglich nicht mehr möglich. Du musst also eine erneute Bestellung aufgeben.",de
Wie hoch ist der Lipidanteil bei Imlan Produkten?,"Alle Imlan Produkte sind Wasser-in-Öl-Emulsionen, d.h. die Wassertröpfchen sind im Öl verteilt. Der Lipidgehalt der Imlan Cremes liegt zwischen 45 und 55%.",de
4 - Kann ich auch Versicherungs-Leads bekommen?,Nein. SIMPLY LEAD ist Spezialist für Kapitalanlage Leads und Sparpläne.,de
Was sollte ich bei meinem Kinobesuch beachten; gibt es eine Hausordnung?,"Um unseren Kunden den Aufenthalt in unserem Haus so angenehm wie möglich zu gestalten und einen reibungslosen Betriebsablauf gewährleisten zu können, gelten für unser Kino Hausregeln und Allgemeinen Geschäftsbedingungen, welche unter AGB&quot; eingesehen werden können.",de
Gibt es Preisnachlässe?,"Wir haben verschiedene Preisnachlässe für euch: 

Für jedes 5. Teammitglied beim Great Barrier Run powered by CUBE Store Göttingen 2021 bekommt ihr eine weitere Teilnahme kostenlos dazu. 

Bei einem Schulteam läuft der Lehrer bei 20 Schülern kostenlos.

Außerdem haben wir noch eine Ermäßigung für Studenten, Azubis und Rentner!",de
Wie erfolgt die Bezahlung?,Jeweils zu Monatsbeginn erhalten Sie per Mail die Abrechnung für das Folgemonat. Die Miete ist immer im Voraus – bis spätestens zum 15. – an uns zu überweisen. Für jede Zahlungserinnerung oder Mahnung werden zusätzlich Mahngebühren erhoben.,de
Wie groß kann man ein Foto auf Leinwand drucken lassen?,Im Standard drucken wir das Foto auf Leinwand in Größen bis zu 210x140 cm an. Die kleinste Leinwandgröße ist 20x20 cm. Darüber hinaus können Fotos auf Leinwand in individueller Größe angefertigt werden.,de
Wie lange dauert ein Mentorenprogramm?,"Die Dauer deines Mentorenprogramms kann je nach Zielsetzung und Themen-Fokussierung stark variieren. Außerdem können du und dein Mentor die Dauer selbst bestimmen. Solltet ihr nicht eure Zielsetzung in der angestrebten Zeit erreichen, ist eine Verlängerung möglich. Wenn ihr euch gut versteht, ist das nur zu empfehlen.",de
Exportieren Sie auch Fahrzeuge in die EU und Schweiz ?,Wir bereiten alle Ausfuhrdokumente und Fahrzeugpapiere vor. Sie holen das Fahrzeug bei uns ab.,de
Wer sollte sich eine Massage Gun kaufen?,"Wie wir nun anhand der Vorteile erfahren haben, gibt es zahlreiche Gründe, warum Sie eine Massagepistole kaufen sollten. Doch für wen eignet sich dieses Handmassagegerät eigentlich? Wer sollte sich eine Massage Gun kaufen?
Fitness-Athleten & Kraftsportler
Leistungssportler
Menschen mit Rückenschmerzen
Physiotherapeuten & Chiropraktiker",de
"Ich habe mehrere Socken bestellt, aber nur eine ist angekommen. Warum?","Um der großen Nachfrage gerecht zu werden und einen einheitlichen Versandprozess auch über mehrere Standorte hinweg zu gewährleisten, versenden wir die meisten Socken direkt nachdem sie gedruckt und verpackt wurden in einzelnen Päckchen. Deine Socken in Deiner Bestellung werden in der Regel jedoch relativ zeitgleich produziert, sodass die anderen Päckchen zeitnah bei Dir eintreffen sollten. Obwohl wir mehrere Päckchen versenden, bleiben die Versandkosten für Dich natürlich immer kostenfrei!",de
Wann erhalte ich die Kaufpreisauszahlung? Wie lange dauert der Verkauf über Winninger?,"Die Kaufpreisauszahlung erhalten Sie in der Regel nach 3-4 Wochen. Sobald Sie das Online-Vertragsangebot ausgefüllt haben und alle relevanten Dokumente per Post an uns geschickt haben, zeigen wir den Verkauf beim Versicherer an und überprüfen Ihre Angaben zum Rückkaufswert und zu Ihren Daten. Je nach Bearbeitungszeit des Versicherers (zwei bis drei Wochen), zahlen wir dann umgehend den Kaufpreis an Sie aus.",de
Kann odc Möbel versenden?,Aktuell bietet odc keinen Service für Möbel an.,de
Wie groß muss ein Team sein?,"Für die Teamgröße gibt es keine Beschränkung.
In die Teamwertung kommen die 5 zeitschnellsten Finisher jedes Teams als „Teamname 1"", die nächsten 5 als „Teamname 2"" usw.",de
Wo gibt’s eigentlich diese Kleie?,"Fast überall. Beispielsweise in Drogeriemärkten, Reformhäusern oder größeren Supermärkten. Oder ganz bequem auf Vorrat im Internet bestellen, denn Kleie kann man immer gut gebrauchen!Übrigens: Achte am besten darauf, dass du ganz fein gemahlene Haferkleie besorgst! Solltest du grob gemahlene Haferkleie erwischt haben, dann ist es sehr ratsam, sie zusätzlich mit einem Zerkleinerer zu mahlen. Denn die Brötchen werden dann feiner und runder. Überdies funktionieren (für mich jedenfalls) Haferkleieflocken richtig gut!",de
"🥇 Wie lange dauert es, bis ich mit SEO auf Platz 1 komme?","Mein Ziel ist, dass Sie bei Google für Ihre Keywords auf Platz 1 gelangen. Dafür gebe ich mein Bestes. Am Ende entscheidet aber der Google-Algorithmus, welche Webseite die höchste Relevanz hat - und nicht ich.  Aber: Aus Erfahrung kann ich sagen, dass nach einer 6-wöchigen SEO-Optimierung schon innerhalb von einem bis drei Monaten eine deutliche Verbesserung der Rankings festzustellen ist - oft auch eine Platzierung in den Top 3. Das ist aber abhängig von Ihrem Wettbewerb und von Ihrer Ausgangslage. Vor einer Beauftragung analysiere ich aber individuell das Potenzial einer Suchmaschinenoptimierung, auf deren Grundlage Sie einen möglichen Return on Investment ableiten können.Kostenfreien SEO-Check anfordern",de
Wie werde ich auf SPOFERAN Mitglied eines Vereins oder Veranstalters?,"Grundsätzlich kannst du bei jedem Veranstalter und Verein eine Mitgliedschaft anfragen, die ein entsprechender Verantwortlicher dann bestätigen muss. Bist du als Mitglied bestätigt, wirst du automatisch über alle Neuigkeiten des Vereins/Veranstalters auf dem Laufenden gehalten.",de
"Ich habe eine (physische) SIM-Karte zugeschickt bekommen, möchte aber eine eSIM aktivieren. Geht das?","Ja, das geht. Nutzen Sie einfach unseren kostenlosen Service für Ihren Kartentausch bei der EDEKA smart Kundenbetreuung. Sie benötigen dann wiederum ein eSIM-Profil und einen Aktivierungscode.",de
Wie wirkt eine Behandlung mit Hyaluronsäure?,Durch die Injektion von Hyaluronsäure kommt es zu einem schützenden Effekt für den vorhandenen Knorpel. Dies wird durch eine verbesserte Gleitfähigkeit und optimierte Abpufferung des Gelenkes erreicht. Zudem hemmt das Präparat die Freisetzung von knorpelschädigenden Enzymen und führt zu einer positiven Veränderung der Gelenkflüssigkeit.,de
Bis wann kann ich meine Bestellung stornieren oder ändern?,"Sofern die Bestellung nicht bereits bearbeitet wurde und noch keine Zahlung für diese eingegangen ist, ist eine Stornierung oder Änderung möglich. Da der Versand bei uns sehr schnell abläuft, bitten wir um Verständnis, dass die Stornierung auch wenige Minuten nach Abschluss der Bestellung nicht ausführbar ist. Du kannst die Annahme des Paketes verweigern, um direkt eine Rücksendung einzuleiten.",de
Wie installiere ich die EnBW mobility+ App auf meinem Smartphone?,"Die Installation der EnBW mobility+ App ist unkompliziert und in nur wenigen Schritten ausgeführt. Laden Sie die EnBW mobility+ App für Apple iOS im App Store oder für Android im Google Play Store herunter und folgen Sie einfach den Installationsanweisungen.
Detaillierte Informationen finden Sie ebenfalls in unserer Installations- und Registrierungsanleitung für die EnBW mobility+ App.",de
Wer erstellt mir meine Homepage / Webseite?,"Für die professionelle Erstellung Ihrer Webseite wenden Sie sich an eine Webdesign-Firma. Die Kabelfernsehen Bödeli AG, sowie
der QuickNet-Dienst erstellten keine Webseiten.",de
Ist noch mehr Nachlass möglich?,"In der Regel ist das nicht möglich, da unsere Angebote sehr eng kalkuliert sind. Bei einer größeren Abnahmemenge prüfen wir jedoch gerne die Möglichkeit eines zusätzlichen Preisnachlasses.",de
Was sind die schulischen Voraussetzungen?,"Um die Gymiprüfungen erfolgreich meistern zu können, sollte bereits ein entsprechender Notendurchschnitt vorliegen. Für den Kanton Zürich empfiehlt sich für die Primarschule in Mathematik und Deutsch eine 5.0 vorzuweisen oder in einem der Fächer eine 4.5 und im anderen eine 5.5.

Sollte Ihr Kind diese Voraussetzung noch nicht erfüllen, lohnt es sich ein intensiveres Vorbereitungsprogramm zu belegen. So bestünde z.B. die Möglichkeit, bereits in der 5. Klasse mit der Vorbereitung zu beginnen oder zusätzliche Intensivkurse in den Ferien zu besuchen.

Für die Sekundarschule/Kurzzeitgymnasium wird ein Notendurchschnitt von mindestens 4.75 in Mathematik/Deutsch und Französisch empfohlen.",de
"Wie kann ich ""SaraMond"" am besten kontaktieren?",Am schnellsten antworten wir auf unserer Facebook-Seite! Alternativ können auch E-Mails an sales@SaraMond.de gesendet werden. Wir werden uns große Mühe geben Dein Anliegen so schnell wie möglich zu bearbeiten.,de
Erhalte ich den Tierschutzrabatt auf alle Angebote?,Der Rabatt gilt für alle Angebote außer auf anfallende Fahrtkosten sowie die Kommunikationsgruppen.,de
Wie sind die Vertragsbestimmungen und Kündigung bei MySports Pro?,"Die Mindestvertragsdauer beträgt 12 Monate.

Die Kündigungsfrist im Anschluss beträgt 1 Monat.",de
Wie aktuell sind die Stellenausschreibungen auf der Homepage?,"Alle unsere Stellen sind tagesaktuell. Solange eine Stelle auf unserer Homepage zu sehen ist, ist diese auch noch vakant.",de
Wieso funktioniert die Bezahlung mit PayPal nicht?,"Da scheint es wohl gerade ein Problem mit deinem Browser zu geben. Versuche doch einmal den Cache zu leeren und die Cookies deines Browsers zu löschen. Sollte der Bestellvorgang anschließend dennoch nicht funktionieren, melde dich gerne bei unserem Kunden Support.",de
Für wie viele Anwendungen reicht ein WonderPen?,"Eine Packung enthält drei Pens. Alle zusammen reichen für ca. 15–20 Anwendungen. Tausche einen Pen einfach gegen den nächsten aus, sobald du merkst, dass du keine gleichmäßige Schicht Gel mehr auf deine Zähne auftragen kannst.",de
Wo finde ich Partnerbetriebe? Wo kann ich Produkte mit den Siegeln kaufen?,"Überall! Im Supermarkt oder beim Bauern um die Ecke. In unserer Partnersuche können Sie nach Name, Ort, Postleitzahl und Produkt suchen und sich so einen Überblick verschaffen, welche Partnerbetriebe in Ihrer Umgebung Produkte mit den Siegeln „Bio aus Hessen“ und „Geprüfte Qualität – Hessen“ anbieten. Auch in der RegioApp finden Sie viele Betriebe.",de
Bedecken die Diamanten 100% der Leinwand?,"99 % unserer ""5D Diamanten Malerei Sets"" sind vollkommen von Diamanten bedeckt.",de
