question,answer,language
Kan ik mijn bestelling ophalen?,"Wij hebben geen winkel, Gadgetcar.nl verkoopt zijn producten alleen online op de webshop. Onze producten liggen bij de leverancier, hierdoor hebben wij de producten niet op voorraad bij ons op kantoor. Hierdoor kunnen wij op kosten besparen en is het ook nog eens milieuvriendelijk.",nl
09. Hoelang duurt het vernieuwen van de binnenstad?,"Het verbeteren van de binnenstad is een continu proces. Voor de acties beschreven in het actieplan, is het streven om dit af te ronden in 2021. In het actieplan vind je een globale planning voor alle projecten.",nl
Hoe kan ik een passief inkomen genereren met Ethereum?,"Je kan een passief inkomen genereren met Ethereum door de munten te staken.  Wanneer je 32 Ethereum-munten bezit, dan kan je meedoen aan het Proof-of-Stake systeem van Ethereum. Oorsponkelijk had Ethereum, net als Bitcoin, het Proof-of-Work systeem waarbij je de munt kan minen.  Nu bij de update naar Ethereum 2.0 zal het Proof-of-Stake systeem worden geïntroduceerd en kan je staken. De update wordt de Serenity-update genoemd. Zo'n systeem is bedoeld om een consensus te bereiken.  Wanneer je aan het staken bent, dan krijg je hier een vergoeding voor. Dat is het passieve inkomen waar mensen het over hebben. Je hebt 32 Ethereum-munten in je wallet, stopt deze in een smart contract en in ruil daarvoor ontvang je een vergoeding. Alsof je jouw euro's op de bank een tijdje wegzet op een depositorekening.  Door te staken help je het netwerk van Ethereum veilig en draaiende te houden en de vergoeding komt van de transactiekosten die de gebruikers maken. Die transactiekosten gaan dus deels naar jou. Ethereum 2.0 zou eigenlijk op 1 januari 2020 worden gelanceerd, maar helaas hebben ze deze deadline niet gehaald. De verwachting ligt nu op november 2020, maar de realiteit moet uitwijzen of dit ook echt gaat gebeuren.  In ieder geval: nu kan je nog niet je munten staken, wanneer de Serenity-update is geweest, dan wel. Ondertussen zijn steeds meer mensen 32 Ethereum aan het verzamelen zodat ze er straks mee kunnen beginnen, dit is een van de redenen dat Ethereum de laatste tijd in waarde stijgt.",nl
Kan ik geld verdienen met Bitcoin?,"Ja, je kan op verschillende manieren geld verdienen met Bitcoin door:    De munt te minen en de geminede coins te verkopen  Actief te handelen in Bitcoins; of  Hierin te investeren en uiteindelijk met winst te verkopen.",nl
Waaraan moet mijn computer voldoen?,"Om de site optimaal te kunnen gebruiken, is het van belang dat je computer aan drie voorwaarden voldoet:

Recente browser (Firefox, Safari, Chrome, Internet Explorer 9 of hoger)


Cookies zijn toegestaan(PMP gebruikt functionele cookies, nodig voor het functioneren van de site)


Javascript is ingeschakeld",nl
24. Is het in de wooncomplexen mogelijk dat mijn familie komt logeren?,"In de omschrijvingen van de wooncomplexen staat vermeld of er logeerkamers aanwezig zijn. Onderstaande wooncomplexen hebben één of meerdere logeerkamers: Kreilerburcht, De Grindhorst, Emmahuis, Laurens, Nieuw Verlaat en De Sevencamp. U betaalt voor het gebruik van een logeerkamer een klein bedrag.",nl
Wat zijn de openingstijden van de winkel?,Wij hebben onze fysieke winkel (tijdelijk) moeten sluiten in verband met de RIVM-maatregelen rondom COVID-19. We hopen natuurlijk dat we na 9 februari weer open kunnen!,nl
Wat is EPS?,"Geëxpandeerd polystyreen (Engelse afkorting: EPS, naar expanded polystyrene) of PS-hardschuim is een karakteristieke en voorheen vrijwel altijd witte kunststof, in de volksmond piepschuim of Airpop genoemd. 

Polystyreen ontstaat door polymerisatie van het monomeer styreen. Styreen wordt op industriële schaal gemaakt uit ethylbenzeen door dehydrogenatie, dat op zijn beurt gemaakt wordt door alkylatie van benzeen met ethyleen. Na de polymerisatie wordt een blaasmiddel (pentaan) toegevoegd en worden dichte korrels gevormd. EPS-verwerkers verhitten de korrels met stoom; de korrels zetten dan uit en worden aan elkaar gesmolten. Na afkoeling resulteert dit in een blok, plaat of vlokken geëxpandeerd hardschuim.

Een kubieke meter EPS bevat ongeveer 10 miljoen bolletjes, ook wel parels genoemd. Elke parel heeft ongeveer 3000 gesloten, met lucht gevulde cellen. Naar volume bestaat EPS slechts voor ongeveer 2% uit polystyreen en voor 98% uit lucht. Het is dan ook zeer licht met een dichtheid van 15 tot 40 kg/m³. Vocht en waterdamp kunnen de isolatiewaarde van EPS aantasten, het komt in de openingen van de cellen.

EPS is een goede warmte-isolator. De warmtedoorgangscoëfficiënt (λ) is, afhankelijk van de dichtheid en het toegepaste materiaal, ongeveer 0,035 W/(m.K). Vroeger waren EPS-isolatieplaten hagelwit, maar tegenwoordig wordt met de toevoeging van grafiet een grijze EPS gemaakt die een hogere isolatiewaarde heeft door reflectie in de cellen, zoals bijvoorbeeld de Kameleon van Unidek.

De aanduiding van de EPS-kwaliteiten was in het verleden gebaseerd op de volumieke massa. Sinds 2000 geldt de Europese geharmoniseerde norm, NEN-EN 13163 en is de aanduiding gebaseerd op de druksterkte bij 10% vervorming (een materiaaleigenschap dus, géén toelaatbare spanning).",nl
Moet mijn hele gezin bij dezelfde verzekeraar zitten?,"Nee hoor. Partners en kinderen boven de 18 kunnen bij verschillende verzekeraars verzekerd zijn. Dat kan goed uitpakken, want een zorgpolis die voor jou prima is, kan door andere zorgbehoeften misschien niet de beste zijn voor je partner of kinderen.Kinderen onder de 18 worden gratis meeverzekerd op de zorgpolis van één van de ouders. Als de ouder aanvullende verzekeringen heeft gelden die ook automatisch voor het kind. Je kunt kinderen daarom het beste bijschrijven op de polis van de ouder die het meest uitgebreid aanvullend verzekerd is.",nl
Waar kan ik een MUNT Hypotheek aanvragen?,U kunt een MUNT Hypotheek aanvragen via een onafhankelijke hypotheekadviseur. U vindt er eenvoudig en snel een bij u in de buurt via onze adviseurszoeker. Hij of zij kan u op basis van uw situatie adviseren over de mogelijkheden.,nl
Hoe kan ik mijn gebruikersnaam herstellen?,"Ga naar <a href=""<link> target=""_blank""><link> voor het herstellen van je gebruikersnaam en wachtwoord.",nl
Waarom een warme tarwe pittenzak?,"De tarwe pittenzak is voor veel uiteenlopende aangelegenheden te gebruiken. Je kan de tarwe pittenzak zowel warm als koud (zie vraag 'Waarom een koude tarwe pittenzak?') gebruiken.

 	Bij spierpijn. Als je stijve spieren of rugpijn  hebt, kan de warmte van de pittenzak helpen om de spieren te laten ontspannen en daardoor vermindert de pijn. De warmte helpt om de bloedtoevoer te verhogen en met het bloed komen voedingsstoffen vrij die belangrijk zijn voor je spieren om zich te herstellen. Je legt de opgewarmde pittenzak op je spieren en kan dan lekker gaan ontspannen.
 	Bij menstruatiepijn. De warmte verlicht de pijn en geeft ontspanning.
 	Bij vermoeidheid. Warmte zorgt voor ontspanning, dus de pittenzak opwarmen en ontspannen maar.
 	Voor de ontspanning.

Let op: Geen warme pittenzak gebruiken bij een ontsteking. Door de warmte kan de ontsteking verergeren.",nl
Hoe boeken we jou als onze fotograaf?,"Ik ben blij te horen dat jullie mij zouden willen boeken als jullie fotograaf! :-)

Om alles te kunnen regelen heb ik een ondertekend contract en een voorschot van 50% nodig om jullie datum vast te leggen. Neem contact op en ik stuur jullie alle details.",nl
Wat is het verschil tussen de reguliere SNF norm en de SNF norm voor inhuur?,"De (reguliere) SNF-norm voor organisaties die huisvesting voor arbeidsmigranten aanbiedt, gaat over ruimte & privacy, sanitair, veiligheid & hygiëne, voorzieningen, informatievoorziening & overige eisen en brandveiligheid. Ieder normonderdeel bestaat uit een aantal specifieke eisen waaraan de huisvesting moet voldoen.

Organisaties die zelf geen huisvesting beheren, maar alle huisvesting ten behoeve van arbeidsmigranten inhuren bij SNF-geregistreerde ondernemingen, dienen te voldoen aan de eisen die voor het SNF-inhuur register bepaald zijn.",nl
Are we in time?,"The GDPR came into effect on 25 May, while we are still working on implementing the new regulations. Fortunately this is no reason for concern. We satisfy the basic requirements and are currently developing this further. Even though there are still many questions in the organisation, we are actually well on the way: we have been mentioned nationally as a front runner in the area of data protection in higher education.",en
28. Hoe is de accommodatie van de academie?,"Op onze hoofdlocatie hebben we een aantal ruime lichte lokalen, een kantoor waar de administratie is gehuisvest en een magazijn voor de schildermaterialen. In de pantry is de hele dag koffie en thee beschikbaar. De groepen die de hele dag les hebben krijgen tussen de middag een kopje soep. Op elke dependance is de situatie anders. Alle vestigingen bieden gratis parkeerruimte of zijn met het openbaar vervoer bereikbaar.",nl
Hoe bereken je transitievergoeding?,"Vanaf 1 januari 2020 is de berekening van de transitievergoeding veranderd en heb je recht op een transitievergoeding vanaf de eerste dag van de arbeidsovereenkomst wanneer je wordt ontslagen. De berekening voor de hoogte van de transitievergoeding is als volgt:
Je krijgt 1/3 maandsalaris per heel dienstjaar vanaf jouw eerste werkdag;
De transitievergoeding over het resterende deel van de arbeidsovereenkomst wordt berekend volgens de formule:
(bruto salaris ontvangen over resterende deel arbeidsovereenkomst / bruto maandsalaris) x (1/3 bruto maandsalaris /12 )
Deze formule wordt ook gebruikt voor het berekenen van de transitievergoeding als de arbeidsovereenkomst korter dan een jaar heeft geduurd.",nl
"Ik ben klein, pas ik wel op de motor?","Als je ongeveer 1.60 meter of langer bent, staat er altijd een passende motor voor je klaar.",nl
Hoe werkt de bezorging?,"Op dit moment geldt de regel: bestellen voor donderdag 20:00 besteld is donderdag thuisbezorgd. Na je bestelling zorgen wij ervoor dat je pakket op zaterdag veilig tussen 15:00-20:00 bij jouw thuis wordt bezorgd. Hou je updates in de gaten om te weten in welk tijdslot we verwachten dat we bij jou gaan bezorgen, dit laten we je meestal op vrijdag weten. Voor de rest hoef je alleen maar te wachten tot je kan genieten van de bestelling. Uiteraard bezorgen we contactvrij. Onze bezorger zet de bezorging voor de deur, belt aan en neemt vervolgens minimaal 1.5m afstand. De betaling kan alleen via de website.",nl
Wat zijn de verzendkosten voor mijn bestelling binnen Nederland?,Bestelling tot 20 euro - 5.95 verzendingBestelling van 20 tot 30 euro - 3.95 verzendingBestelling boven 30 euro - gratis verzendingBestelling ophalen in Uden - gratisBestelling ophalen in Den Bosch - gratisZaterdaglevering vanaf 20 euro - 5.00 verzending,nl
Van wanneer tot wanneer loopt de regeling?,"De regeling is 1 augustus 2020 ingegaan. Op 2 september 2020 is het ontwikkeladviesportaal gesloten omdat het maximum was bereikt. Trajecten die tijdig geregistreerd waren, kunnen nog wel worden afgerond.

Per 1 december is het ontwikkeladviesportaal opnieuw geopend. Er was toen ruimte voor 55.000 nieuwe trajecten. Ook deze ruimte was al zeer snel volledig benut.

Subsidieaanvragen (dat geldt ook voor de trajecten die in augustus gestart zijn) moeten uiterlijk 30 september 2021 17.00 uur zijn ingediend om in aanmerking te komen voor subsidie op grond van deze regeling.",nl
Waar kan ik mijn saldo-opgave inzien?,U kunt uw saldo-opgave(n) bekijken en downloaden in uw MijnHypotheekOnline omgeving. Klik hier om in te loggen. Als u vragen heeft over MijnHypotheekOnline kunt u contact opnemen met de MUNTdesk via het nummer 085 - 760 00 16.,nl
Kan het vallei-orgasme zenuwpijnen verlichten?,"Je mag niet direct wonderen verlangen van de technieken, inzichten en oefeningen van het vallei-orgasme. Het is ook beslist niet de bedoeling dat je een verstandige interactie met de artsen die je bijstaan en begeleiden veronachtzaamt. Maar op lange termijn werkt het eigen maken van de technieken absoluut genezend. Langzaam maar zeker werken ze in op je fysieke klachten. In de cursus leer je via een aantal oefeningen 'het medicijn' maken, zo noemen ze althans de werking van het vallei-orgasme in China. Je activeert je zelfgenezende vermogens. Nogmaals, we hebben het dan over een proces dat langzaam op gang komt. Soms wijzen zenuwpijnen op een overduidelijke invloed van de hormonale onbalans door de overgang. Alle vrouwen krijgt daarmee te maken. Helaas allemaal op een individuele en unieke manier. Dat maakt het ook erg moeilijk voor de medische wetenschap om er adequaat mee om te gaan.nDe cursus vallei-orgasme zal zeker een ondersteunende rol kunnen spelen bij je herstel. Echter, je zult wijs, verstandig en geduldig met het materiaal om moeten gaan. Nogmaals: verwacht geen wonderen, maar sta jezelf toe om er geduldig en stap voor stap mee te leren werken.",nl
Wat is het minimum orderbedrag?,"Wij maken geen gebruik van een minimum orderbedrag om ervoor te zorgen dat iedereen kan helpen iets goeds te doen voor onze planeet, je kan gewoon een leuk product uitkiezen in de webshop, deze bestellen en wij doen de rest voor je!",nl
Een vertegenwoordiger van een cliënt heeft een OTS (onder toezichtstelling van de kinderrechter). Mag zij nog wel lid zijn van de cliëntenraad volgens wettelijke richtlijnen?,"Niet de ouders worden onder toezicht gesteld, maar het kind. De ouders houden bij een OTS het gezag over hun kind, maar dit is in die zin beperkt dat zij zich moeten laten begeleiden door de gezinsvoogd. Omdat de ouders het gezag behouden zijn zij wettelijk vertegenwoordiger van het kind. Als in de medezeggenschapsregeling staat dat wettelijke vertegenwoordigers lid mogen worden van de cliëntenraad, voldoen ze daaraan. Als ouders het gezag is ontnomen zijn ze geen wettelijk vertegenwoordiger meer.

In de medezeggenschapsregeling moet beschreven staan welke personen lid kunnen zijn van de cliëntenraad. Daarnaast kan de cliëntenraad een profiel opstellen waaraan een lid moet voldoen in haar huishoudelijk reglement. Hierbij moet rekening gehouden worden met de wettelijke bepalingen dat de leden redelijkerwijs representatief moeten zijn voor de cliënten en redelijkerwijs in staat moeten worden geacht hun gemeenschappelijke belangen te behartigen. Verder kunt u zelf aangeven waaraan iemand moet voldoen om actief te zijn in de cliëntenraad.U vindt de voorbeeldreglementen en ander voorbeeldmateriaal in de Kennisbank van het LSR speciaal voor leden.",nl
Wat is #homeDelivery#?,Lukt het niet uw nieuwe auto op te halen bij uw #brand#-dealer? Dan bezorgen wij uw auto graag bij u thuis. Uw dealer belt u voor de afspraak voor aflevering. U ontvangt uw auto dus wanneer het u uitkomt. Private Lease. Dat is slim geregeld!,nl
Valt crypto onder toezicht van de AFM?,"Doordat bitcoins (nog) niet onder de werking van de Wft vallen, kunnen de traditionele toezichthouders op de financiële markt –De Nederlandse Bank (DNB) en de Autoriteit Financiële Markten (AFM)– geen toezicht houden op het betalingsverkeer en diensten die zich bezighouden met bitcoins.",nl
Wat moet ik doen als mijn bestelling beschadigd aankomt?,"Wanneer een artikel beschadigd aankomt, laat het weten door een mailtje te sturen naar sayhello@nio-adaptogens.nl (binnen 7 dagen na ontvangst) met 'BESCHADIGD' in de onderwerpregel, er zal dan zsm een vervangend product worden toegestuurd.",nl
Zijn er verzendkosten?,"Ja, de verzendkosten zijn €7,95 per bestelling. Bestel je voor €75,- of meer dan komt de zending gratis naar je toe. Woon je in gemeente Teylingen net als ik? Dan betaal je ook geen verzendkosten en breng ik je bestelling persoonlijk langs.Bestel je alleen een cadeaubon, dan worden er ook geen verzendkosten berekend.",nl
Wat zijn de openingstijden voor de fitness?,"De openingstijden voor de fitness verschillen per locatie.

Locatie Kastelenplein: openingstijden
Locatie De Bolzen: openingstijden
Locatie Manders: openingstijden",nl
1. Waarom krijg ik als Notaris de melding dat de actie “Melden Gelden” niet is uit te voeren?,"Er is eerder aangegeven dat er geen specifieke gelden opgevraagd gaan worden (bij het bericht ""Melden Passeergegevens""). Dit is de reden dat ECH de mogelijkheid voor het melden van gelden blokkeert (en een rood kruis weergeeft).

Dit is te herstellen door de zaak te openen en naar ""Taken"" te gaan. U kunt nu bij ""Melden Passeergegevens"" aangeven dat u het bericht wilt wijzigen. Na het aangeven dat u een specifiek bedrag nodig heeft, kunt u het bericht bewaren en opnieuw verzenden. Nu is het bericht ""Melden Gelden"" weer te gebruiken in deze zaak.",nl
Moet ik een onderzoek in één keer afmaken?,"De link die wij jou per e-mail opsturen geeft jou toegang tot het onderzoek. Over het algemeen kun je de link aanklikken, een aantal vragen invullen en vervolgens het onderzoek tijdelijk afbreken. Mocht je de vragenlijst op een later tijdstip verder willen invullen dan kun je de link nogmaals aanklikken waardoor je terecht komt bij de vraag waar je was gebleven. Het kan ook zo zijn dat wij, gezien de aard van het onderzoek, ervoor kiezen om de door jou ingevulde antwoorden niet op te slaan. Als dat het geval is, begin je dus weer bij de eerste vraag. Dit kunnen wij, om onderzoekstechnische redenen, niet vooraf bekend maken. Wij raden dus aan om de vragenlijst in één keer in te vullen.",nl
Kan ik mijn kind(eren) ook voor losse dagen inschrijven voor KinderVakantieWeek Gemert?,Het is niet mogelijk om kinderen voor losse dagen in te schrijven. Afmelden voor een bepaalde dag of periode kan doorgegeven worden bij het ‘afmeldpunt’ tijdens KVW of door het sturen van een mail naar kinderen@kvw-gemert.nl,nl
"Mijn kortingscode doet het niet, wat nu?","Alle kortingscodes voldoen aan bepaalde kortingsvoorwaarden, kijk daarom goed naar de voorwaarden van de kortingscode en let goed op welke artikelen de korting geldig is en tot wanneer de kortingscode geldig is. 

Voldoet jouw winkelwagen aan de juiste kortingsvoorwaarden en de korting wordt niet berekend? Neem dan contact op met onze klantenservice via info@paintingdiamonds.nl. Wij zullen met je meekijken waarom de kortingscode niet werkt. Wil je verzekerd zijn van je aankoop? Rond dan je order af en neem binnen 24 uur contact op met onze klantenservice, indien jouw order voldoet aan de juiste kortingsvoorwaarden zullen zij zorgen dat je korting wordt verrekend.
Let op! Het is mogelijk om één kortingscode per bestelling te gebruiken.",nl
Waar staat KYC voor?,"KYC staat voor Know Your Customer. Wanneer je wilt investeren, dan zal het bedrijf waar jij je geld naar overmaakt, willen weten wie jij bent. Dit doen ze om te voorkomen dat mensen kunnen witwassen of aan terrorismefinanciering kunnen doen. Om aan de KYC te voldoen, dien je jouw persoongegevens, inclusief identiteitsbewijs, naar het bedrijf op te sturen zodat jouw identiteit kan worden gecontroleerd.",nl
Kan een hardware wallet vol raken?,"Je cryptomunten staan niet echt op je hardware wallet, alleen je private key staat hier op. Dus je kan oneindig veel munten op je hardware wallet zetten, zonder dat hij vol raakt. Maar, hij kan wel vol raken van de apps die je erop installeert.  Stel dat je de Ledger Nano S hebt, dan kunnen er maar een paar applicaties op. De Ledger Nano X is de nieuwe variant en daar kunnen alweer een stuk meer apps op. Deze heeft namelijk meer storage space ofwel opslagruimte.  Doordat de munten niet op je apparaat staan, kan je eenvoudig een app verwijderen zonder dat de munten verdwijnen. Wanneer je daarna gewoon de app weer installeert, heb je weer toegang tot je munten.",nl
Is de cursus zweverig?,"Beslist niet. Daar zijn we veel te nuchter voor. Wél ga je kennismaken met een heel nieuwe visie op seksualiteit. De taoïsten beschikken over kennis en geheimen die voor ons onbekend zijn. Kennis over het lichaam, energiebeheersing, het zelfherstellend vermogen van je lichaam. Voor alles wat nieuw is geldt dat je eraan moet wennen. In de middeleeuwen konden de mensen ook niet geloven dat de wereld rond was. Als je niet nieuwsgierig bent en liever doortuft in je Dafje, in plaats van te leren hoe je een Rolls Royce bestuurt, zeggen we: lekker doorkachelen en laat dat vallei-orgasme maar zitten. Maar ben je benieuwd naar nieuwe technieken en een andere visie op seksualiteit, dan is dit zeker iets voor jou.",nl
Wat is FUD?,"FUD staat voor Fear Uncertainty & Doubt, ofwel angst, onzekerheid en twijfel. FUD wordt verspreid door mensen die willen dat de prijs van een cryptomunt gaat dalen. Ze maken traders bang en beïnvloeden hen om op de verkoopknop te drukken, terwijl zij klaar staan om de cryptocurrency zo goedkoop mogelijk te kopen.  Lees hier meer over FUD.",nl
Wat kost een stuurbrevet?,"Wel… als je het stuurbrevet via ons doet (volledige cyclus in groepsopleiding), dan kom je ongeveer aan het volgende:

 	Opleiding theorie, inclusief cursusboek: vanaf 105 euro (zonder cursusboek 80 euro voor beperkt stuurbrevet)
 	Opleiding praktijk motorboot: vanaf 185 euro
 	Examen theorie stuurbrevet: Beheer dossier 50 euro + 38 Euro per examendeel

De totale kostprijs als dit via opleidingen doet is zo rond de 400 euro, maar je kan dit goedkoper maken door niet alle opleidingen te volgen. Een opleiding is immers aan te raden, maar niet verplicht.",nl
Wat houdt de vakantieopvang in?,Vakantieopvang is opvang tijdens de studie- en/of margedagen en in de vakanties. Voor vakantieopvang geldt een aparte wachtlijst. Uw kind komt dan op de wachtlijst.,nl
Wanneer en hoe word ik betaald?,"Bookahouseboat.com geeft meestal uw uitbetaling 24 uur na de geplande aankomsttijd van uw gast vrij. De tijd die het kost voordat het geld op uw rekening staat, is afhankelijk van uw bank- en / of uitbetalingsmethode.
 
We sturen je een bericht zodra we de betaling hebben gedaan.
 
Nadat we het bedrag hebben overgemaakt, duurt het even voordat het op uw bankrekening is aangekomen. Gemiddeld duurt dit 3 - 5 werkdagen. Veel banken betalen geen geld tijdens weekenddagen en nationale feestdagen, dus houd hier rekening mee.
 
Neem direct contact op met uw bank of betalingsverwerker met vragen over de verwerkingstijd nadat u Bookahouseboat.com heeft gemeld.
 
Hoe u uw gewenste uitbetalingsmethode invult
 
Om het geld naar u over te maken, moeten we uw bankrekeninggegevens weten. U kunt uw bankgegevens invullen en wijzigen op Bookahouseboat.com:
1) Inloggen bij Bookahouseboat.com
2) Klik op 'Mijn account & instellingen'
3) Blader naar beneden tot u 'Bankgegevens' ziet en vul de vereiste velden in. Als u wilt worden uitbetaald via PayPal, vult u dan het e-mailadres in dat betrekking heeft op uw PayPal-rekening in het veld 'Rekeningnummer (IBAN).",nl
"Ik moet langer op mijn bestemming blijven, bijvoorbeeld omdat ik in quarantaine moet, of omdat het openbaar vervoer vertraagd is. Worden kosten van voorzieningen zoals eten en drinken vergoed?","Nee, de voorwaarden van Nh1816 geven hiervoor geen dekking.",nl
"1. Ik wil graag een woning huren bij MaasWonen, hoe doe ik dat?","De sociale huurwoningen van MaasWonen vindt u in Rotterdam. Met één uitzondering in Barendrecht. In totaal zijn er 18 wooncomplexen waar u een appartement kunt huren. Deze (overwegend huurtoeslag toegankelijke) appartementen bieden we aan via <link> Gaat u naar deze website om ons aanbod te bekijken en zet de volgende stappen om u in te schrijven voor een woning: 



Voor 10 euro per jaar schrijft u zich in op <link> op de woning die u aanspreekt met uw inschrijfnummer. Let op: u kunt maar op twee woningen tegelijk reageren. Hoeveel kans u maakt op een woning is onder andere afhankelijk van hoe lang u ingeschreven staat en een eventuele urgentie of zorgindicatie.",nl
Op welke manieren kan ik de barcode gebruiken?,"Als je een aankoop hebt gedaan met een Mijn Vue account, kun je de barcode bij het ticketcontrolepunt gereed houden. Open hiervoor de Vue App, ga naar Mijn Vue, Tickethistorie en open de aankoop. De barcode kan hierna worden gescand.



Heb je geen aankoop gedaan via Mijn Vue of heb je de app nog niet geïnstalleerd, dan kun je met de gemailde code naar het controlepunt lopen.",nl
Wat vervangt het nieuwe keurmerk?,"Het nieuwe keurmerk vervangt de Noloc erkenning en de CMI certificering A, B en C.",nl
Waar kan ik het Isofinish gevelsysteem bestellen?,"Het Isofinish gevelsysteem bestaat uit drie componenten: gevelisolatie, gevelbevestiging en gevelafwerking. Deze componenten worden als totaalconcept door de bouwmaterialenhandel geleverd.

Neem contact met ons op voor meer informatie over Isofinish leveranciers, wij helpen u graag verder.",nl
Wat is de levertijd van een vóór- geprogrammeerd alarm- of camerasysteem?,"Dat hangt af van de drukte, het is natuurlijk maatwerk maar binnen 7 werkdagen is ons streven, om het bij u op locatie te hebben.",nl
Heeft het zin om speciale voedingssupplementen te gebruiken om de nierfunctie te ondersteunen?,"Je nieren zijn vooral gebaat bij een gezonde leefstijl: voldoende bewegen, overgewicht voorkomen, niet roken en goede behandeling van ziekten als diabetes en hoge bloeddruk. Als je toch voedingssupplementen overweegt, kun je het beste vooraf door je apotheek of je behandelend arts laten controleren of die producten invloed hebben op de medicijnen die je arts heeft voorgeschreven.",nl
Komt er één landelijk steunkader voor alle overheden?,"Nee, er komt niet zoals in 2009 bij de financiële crisis, één landelijke tijdelijke steunmaatregel voor alle overheden. Vooralsnog is het aan decentrale overheden zelf om te overwegen óf en welke steunmaatregelen zij willen nemen en of zij daarbij bij Europese of nationale steunkaders willen en kunnen aansluiten. Zij kunnen daarbij anticiperen op de mogelijkheden die de Europese steunkaders voor corona momenteel bieden. Zie ook de nieuwsberichten 




<link>





<link>",nl
Hoeveel mag ik aflossingsvrij lenen?,"U kunt bij MUNT maximaal 50% van de marktwaarde van uw woning aflossingsvrij lenen. Bestaande spaar-, kapitaal- of beleggingsdelen kunt u als een aflossingsvrij hypotheekdeel meenemen. Afhankelijk van uw situatie wordt het aflossingsvrije hypotheekdeel getoetst als zogenoemde box-1 of box-3 lening.",nl
Wat is precies alles in één?,"Alles in 1 is een verzamelnaam voor internet, televisie en bellen. Omdat het vrijwel altijd voordeliger is om deze diensten bij één provider af te nemen worden dit alles in 1 pakketten genoemd. Vroeger nam je deze diensten vaak los bij aparte aanbieders af, bijvoorbeeld telefoon van KPN, Kabel TV van UPC en internet van Xs4all. Je kunt er echter nu ook nog steeds voor kiezen niet alle diensten af te nemen, in onze vergelijker kun je dit aangeven.",nl
Voegt deze opleiding wat toe aan mijn instructeurs- of coachdiploma?,"De opleiding is ontworpen om ruiters die kampen met onzekerheden en angsten weer op weg te helpen. Je krijgt alle tools om ze mentaal sterker en fysiek vaardiger te maken. Dat kan zijn na een ongeluk, bij onzekerheid in het algemeen en bij levensvragen die niet op paarden betrekking hebben. Veel ruiters zijn bang, ondanks dat ze veel (paarden)liefde in zich meedragen. Ook leer je alles over het paard- en ruitervriendelijk trainen en doceren.",nl
Waar verzilver ik mijn kortingscode?,"Je kan jouw kortingscode in de winkeltas invullen, wanneer je klikt op ‘Heb je een kortingscode?’ en vervolgens op ‘voeg toe’. Het kortingsbedrag wordt dan direct in mindering gebracht op het aankoopbedrag.",nl
Zijn cryptocurrency’s legaal?,In Nederland zijn cryptocurrency’s legaal. De regering worstelt nog wel met de vraag hoe ze de digitale valuta gaan reguleren. Allereerst stellen ze zichzelf nog altijd de vraag onder welke noemer ze de munt kunnen scharen. Is het geld? Is het een beleggingsobject? Of is het misschien een verzamelmunt? Afhankelijk van deze stempel kunnen ze passende wet- en regelgeving formuleren.,nl
Hoe kan ik de kozijnen het beste schoonmaken?,"Het is voldoende om de kozijnen te wassen met een vochtige spons en water met een sopje. Als schoonmaakmiddel kunt u een huishoudelijk middel gebruiken. Gebruik hiervoor een niet-schurend middel op waterbasis en geen reinigingsmiddelen op basis van o.a. ammoniak en chloorhoudende producten zoals bleekwater. Aan een eenvoudig sopje heeft u genoeg.
Speciale aandachtspunten

Nooit de kozijnen droog reinigen om krassen of schrammen op het oppervlak te voorkomen.
Nooit overgaan tot het verven van de kozijnen.
Nooit de kozijnen reinigen met schuurmiddelen en agressieve stoffen of aromatische oplosmiddelen zoals wasbenzine, aceton, terpentine, petroleum, white-spirit e.d.
Nooit de kozijnen schoonmaken met een stoomreiniger, het gebruik hiervan kan witte vlekken achterlaten die moeilijk te verwijderen zijn.",nl
"Ik heb geen garantiebewijs, wat nu?",Je factuur is tevens garantiebewijs. Deze wordt door mij bewaard in de ordergeschiedenis.,nl
Wat is de doorsnee van de stok die bij een beachflag wordt geleverd?,De doorsnee van de stok die wij leveren bij een beachflags is ±2cm.,nl
Met wie mag ik naar de bioscoop?,"Wij verzoeken je met maximaal 2 personen naar de bioscoop te komen.



Wij hanteren vrije zit bij aankoop van je ticket. Een medewerker zal je in de zaal naar je plek verwijzen.",nl
Wat is een non-spendable bedrag?,"Een non-spendable bedrag betekent dat je een adres hebt geïmporteerd zonder z'n private key. Wanneer je deze importeert met private key, dan wordt hij spendable en kan je jouw cryptomunten versturen.",nl
Kan ik een opstelling voor een ander doen?,"Dat kan, maar uitsluitend wanneer het een eigen kind betreft (zie ook: Kan ik ook een opstelling voor mijn kind doen?) of wanneer de persoon in kwestie daar expliciet toestemming voor gegeven heeft.",nl
Hoelang duurt het voordat er een keuze is gemaakt?,"Dit duurt maximaal een week. De verhuurder maakt de keuze, dus hierin zijn wij dan ook afhankelijk. We doen ons uiterste best om het u zo snel mogelijk te laten weten!",nl
